cup	level	tier	Fulbo Win Prize	Cancha ID  0= Fulbo Stadium.  1= Cementerio.  2= Playa.	Size	My Team Qty	Equipo	ID Players	ID GK	referi_id	Tiempo de juego	Positions	coin price	abreviacion (name)	color remera 1	color remera 2	color shorts	color shoes	pinball	designID (pattern)	diseño escudo (shape)	logo (icon)	GK - ACCURACY	GK - STAMINA	GK - SPEED	GK - DEXTERITY	GK - TRICKERY	DEF - ACCURACY	DEF - STAMINA	DEF - SPEED	DEF - DEXTERITY	DEF - TRICKERY	MID - ACCURACY	MID - STAMINA	MID - SPEED	MID - DEXTERITY	MID - TRICKERY	FOR - ACCURACY	FOR - STAMINA	FOR - SPEED	FOR - DEXTERITY	FOR - TRICKERY	Duels_players	Duels_GK	idle Delay	TOTAL STATS (Cargar Stats Totales Acá)	True Power	GK TOTAL	DEF TOTAL	MID TOTAL	FOR TOTAL	GK%	DEF%	MID%	FOR%	GK - ACCURACY	GK - STAMINA	GK - SPEED	GK - DEXTERITY	GK - TRICKERY	DEF - ACCURACY	DEF - STAMINA	DEF - SPEED	DEF - DEXTERITY	DEF - TRICKERY	MID - ACCURACY	MID - STAMINA	MID - SPEED	MID - DEXTERITY	MID - TRICKERY	FOR - ACCURACY	FOR - STAMINA	FOR - SPEED	FOR - DEXTERITY	FOR - TRICKERY
90	92	2	0	0	medium	8	Golden Eyes	50,54,49,10,12,1,24	8	1	120	35	29	GE	amarillo	blanco	naranja	blanco	0	2	3	15	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	0	0	15	1628	1628	407	407	407	407	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	93	2	0	1	medium	8	Newly Single FC	19,25,81,88,137,144,127	10	3	120	0	23	NWS	blanco	rojo	negro	rojo	0	3	1	8	99	99	99	99	99	78	78	78	78	78	85	85	85	85	85	78	78	78	78	78	0	0	15	1705	1705	495	392	426	392	29%	23%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	94	2	0	5	medium	8	Hungry Rebellion	138,79,78,52,37,5,59	9	6	120	3	10	HR	violeta	negro	violeta	verde	0	3	3	9	97	97	97	97	97	93	93	93	93	93	72	72	72	72	72	97	97	97	97	97	0	0	15	1790	1790	483	466	358	483	27%	26%	20%	27%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	90	3	0	2	large	11	Doomed Presidents	26,27,29,16,144,3,40,51,81,84	15	2	150	4	36	DP	mandarina	amarillo	mandarina	amarillo	0	3	1	5	75	75	75	75	75	75	75	75	75	75	98	98	98	98	98	78	78	78	78	78	0	0	20	1635	1635	376	376	490	392	23%	23%	30%	24%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	91	3	0	2	large	11	Fantastic Couples	1,4,11,8,3,27,40,31,57,32	1	2	150	3	37	FC	celeste	amarillo	rosa	blanco	0	2	3	20	84	84	84	84	84	97	97	97	97	97	77	77	77	77	77	77	77	77	77	77	0	0	20	1679	1679	420	487	386	386	25%	29%	23%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	92	3	0	0	large	11	Golden Eyes	50,54,49,10,12,1,24,16,22,31	8	1	150	13	29	GE	amarillo	blanco	naranja	blanco	0	2	3	15	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	86	0	0	15	1725	1725	431	431	431	431	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	93	3	0	1	large	11	Newly Single FC	19,25,81,88,137,144,127,6,55,128	10	3	150	0	23	NWS	blanco	rojo	negro	rojo	0	3	1	8	99	99	99	99	99	85	85	85	85	85	89	89	89	89	89	82	82	82	82	82	0	0	15	1774	1774	497	426	443	408	28%	24%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	94	3	0	5	large	11	Hungry Rebellion	138,79,78,52,37,5,59,132,130,137	9	6	150	3	10	HR	violeta	negro	violeta	verde	0	3	3	9	91	91	91	91	91	91	91	91	91	91	84	84	84	84	84	99	99	99	99	99	0	0	15	1825	1825	456	456	420	493	25%	25%	23%	27%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
90	95	3	0	4	large	11	Heads of Power	3,16,29,40,84,51,76,144,64,8	14	5	150	3	46	HP	rojo	negro	amarillo	negro	0	2	2	17	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	0	0	10	1880	1880	470	470	470	470	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	100	1	0	4	small	5	Hungry Rebellion	138,79,78,52	9	6	90	3	10	HR	violeta	negro	violeta	verde	0	3	3	19	72	72	72	72	72	98	98	98	98	98	75	75	75	75	75	82	82	82	82	82	0	0	15	1634	1634	359	490	376	408	22%	30%	23%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	101	1	0	4	small	5	Veintidos Patas Team	12, 9, 13, 20	17	2	90	5	20	VP	amarillo	azul	azul	amarillo	0	1	2	4	100	100	100	100	100	80	80	80	80	80	80	80	80	80	80	73	73	73	73	73	0	0	15	1665	1665	500	400	400	366	30%	24%	24%	22%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	102	1	0	4	small	5	Suit To Kill FC	35,64,119,120	12	5	90	3	31	STK	blanco	mandarina	negro	negro	0	1	2	14	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	0	0	10	1698	1698	424	424	424	424	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	103	1	0	4	small	5	Tough People	135,132,112,90	2	1	90	5	34	TP	naranja	negro	naranja	negro	0	1	4	8	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	0	0	10	1732	1732	433	433	433	433	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	100	2	0	4	medium	8	Hungry Rebellion	138,79,78,52,37,5,59	9	6	120	3	10	HR	violeta	negro	violeta	verde	0	3	3	19	78	78	78	78	78	85	85	85	85	85	99	99	99	99	99	92	92	92	92	92	0	0	15	1764	1764	388	423	494	459	22%	24%	28%	26%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	101	2	0	4	medium	8	Veintidos Patas Team	12, 9, 13, 20, 23, 33, 29	17	2	120	5	20	VP	amarillo	azul	azul	amarillo	0	1	2	4	90	90	90	90	90	97	97	97	97	97	90	90	90	90	90	83	83	83	83	83	0	0	15	1797	1797	449	485	449	413	25%	27%	25%	23%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	102	2	0	4	medium	8	Suit To Kill FC	72,142,73,35,64,119,120	12	5	120	3	31	STK	blanco	mandarina	negro	negro	0	1	2	14	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	92	0	0	10	1832	1832	458	458	458	458	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	103	2	0	4	medium	8	Tough People	135,132,112,90,82,91,96	2	7	120	5	34	TP	naranja	negro	naranja	negro	0	1	4	8	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	0	0	10	1867	1867	467	467	467	467	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	104	2	0	4	medium	8	Red Awareness FC	133,140,109,104,101,3,99	14	3	120	4	48	RA	rojo	rojo	rojo	rojo	0	3	2	15	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	0	0	10	1905	1905	476	476	476	476	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	100	3	0	4	large	11	Hungry Rebellion	138,79,78,52,37,5,59,132,130,137	9	6	150	3	10	HR	violeta	negro	violeta	verde	0	3	3	19	83	83	83	83	83	94	94	94	94	94	97	97	97	97	97	86	86	86	86	86	0	0	15	1802	1802	414	468	486	432	23%	26%	27%	24%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	101	3	0	4	large	11	Veintidos Patas Team	12,9,13,20,23,24,17,33, 29,41	17	2	150	5	20	VP	amarillo	azul	azul	amarillo	0	1	2	4	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	0	0	15	1923	1923	481	481	481	481	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	102	3	0	4	large	11	Suit To Kill FC	139,144,68,72,142,73,35,64,119,120	12	5	150	3	31	STK	blanco	mandarina	negro	negro	0	1	2	14	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	0	0	10	1942	1942	485	485	485	485	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	103	3	0	4	large	11	Tough People	135,132,112,90,82,91,96,85,64,35	2	7	150	5	34	TP	naranja	negro	naranja	negro	0	1	4	8	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	0	0	10	1961	1961	490	490	490	490	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	104	3	0	4	large	11	Red Awareness FC	133,140,109,104,101,3,99,50,40,18	14	3	150	4	48	RA	rojo	rojo	rojo	rojo	0	3	2	15	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	0	0	10	1980	1980	495	495	495	495	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
100	105	3	0	4	large	11	Momma Lovers FC	65,112,105,44,15,18,2,134,115,128	22	5	150	5	61	ML	celeste	rojo	celeste	rojo	0	1	6	20	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	0	5	2000	2000	500	500	500	500	25%	25%	25%	25%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%	20%
